ParticipanteID	CPF	NomeRazaoSocial	TURMA_CURSO_AMARELO	TURMA_CURSO_VERDE	TURMA_CURSO_VERMELHO	TURMA_CURSO_AZUL	Cargo	Login	email	Telefone
151959	00000001369	AUGUE AUCTOR UT TEMPOR	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ESTADUAL DE TRÂNSITO	id26164	9327847@email.com	(54) 73280664
152070	00000001370	VITAE LUCTUS NON RISUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	 Outro	nibh55640	3269220@email.com	(42) 63788127
152181	00000001371	DUIS ELEIFEND ELEIFEND LEO	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ESTADUAL DE TRÂNSITO	euismod29660	3201180@email.com	(3) 78898332
152292	00000001372	AT MOLLIS DONEC INTERDUM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	AUXILIAR ADMINISTRATIVO	fermentum84197	7409054@email.com	(12) 62913953
152403	00000001373	MOLESTIE LACUS EU INTERDUM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ASSESSOR ADMINISTRATIVO II	lectus87018	9240768@email.com	(80) 27309905
152514	00000001374	NUNC	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR TECNICO I	adipiscing12451	6940658@email.com	(67) 40012524
152625	00000001375	VEL DAPIBUS RISUS PHASELLUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	blandit67017	8101816@email.com	(77) 87687260
152736	00000001376	SED SAPIEN VITAE ORCI	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR	dui98540	6127886@email.com	(68) 27993820
152847	00000001377	SUSCIPIT MOLESTIE ID UT	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ESTADUAL DE TRÂNSITO	nullam42959	6125626@email.com	(83) 9726047
152958	00000001378	ODIO PRAESENT A EUISMOD	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	lacinia40037	1227851@email.com	(9) 21174478
153069	00000001379	DIAM DONEC SOLLICITUDIN ERAT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	lacus15293	2560410@email.com	(76) 37907412
153180	00000001380	VEL ARCU LUCTUS TINCIDUNT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	vel22552	5355507@email.com	(97) 75396448
153291	00000001381	QUISQUE DIGNISSIM ERAT SED	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	convallis88740	7573854@email.com	(55) 10034252
153402	00000001382	DOLOR MATTIS QUIS CONGUE	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	fringilla66642	8224536@email.com	(10) 18030424
153513	00000001383	DUI ULTRICES PELLENTESQUE FACILISIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	nulla71852	5172737@email.com	(74) 90432116
153624	00000001384	VITAE TORTOR AT ACCUMSAN	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	viverra87431	1528834@email.com	(65) 16398006
153735	00000001385	DONEC SIT AMET ALIQUET	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	risus16052	1328763@email.com	(22) 87131771
153846	00000001386	EST INTEGER LOBORTIS DIGNISSIM	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	DIRETOR I	eget65379	5211723@email.com	(67) 56372844
153957	00000001387	PRETIUM NAM AT DOLOR	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	 Outro	metus81056	5919902@email.com	(97) 3618462
154068	00000001388	VARIUS TEMPOR TELLUS AC	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ESTADUAL DE TRÂNSITO	sollicitudin36949	7232248@email.com	(78) 79937823
154179	00000001389	LOBORTIS SAPIEN AENEAN VESTIBULUM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	a12729	7982531@email.com	(30) 75295691
154290	00000001390	TINCIDUNT FRINGILLA AENEAN RHONCUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	placerat47782	9003881@email.com	(55) 32529256
154401	00000001391	NISI A NULLA MALESUADA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	ligula38363	7441239@email.com	(4) 39587727
154512	00000001392	QUIS LACINIA DIAM CONVALLIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	viverra69466	969703@email.com	(13) 69094512
154623	00000001393	UT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	phasellus34399	2056593@email.com	(21) 91000521
154734	00000001394	AUCTOR MASSA NIBH CURSUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	porta67425	7393228@email.com	(61) 70228671
154845	00000001395	COMMODO LOREM LOBORTIS VITAE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	dui91114	7212554@email.com	(67) 70310403
154956	00000001396	CURABITUR TINCIDUNT IN LECTUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	posuere14750	6639795@email.com	(52) 17171132
155067	00000001397	NON MALESUADA CURABITUR MOLESTIE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	sapien97212	6592485@email.com	(18) 38417413
155178	00000001398	QUIS QUAM VITAE ULTRICIES	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	pellentesque82509	2916651@email.com	(17) 76491448
155289	00000001399	MAECENAS QUIS ORNARE EST	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	non86840	5751937@email.com	(53) 83984798
155400	00000001400	UT ID LOBORTIS NULLA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	suscipit95368	7709086@email.com	(10) 43975711
155511	00000001401	IN ELIT FELIS SODALES	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	nibh43068	6111578@email.com	(4) 16280536
155622	00000001402	ID ANTE IN LUCTUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	 Outro	interdum27788	3667071@email.com	(30) 97958882
155733	00000001403	PULVINAR MASSA PHASELLUS FACILISIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ASSISTENTE TECNICO	donec17378	5618751@email.com	(7) 91414507
155844	00000001404	SED VELIT EGET VESTIBULUM	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	 Outro	eget21959	1049402@email.com	(66) 12101674
155955	00000001405	PHASELLUS A ARCU ID	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	lectus26889	3041192@email.com	(3) 23923547
156066	00000001406	AUGUE AUCTOR EGESTAS EGET	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO	a46481	6403007@email.com	(11) 77271194
156177	00000001407	ID ELIT ALIQUAM AC	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	SUPERINTENDENTE	mauris10946	6493817@email.com	(30) 31947944
156288	00000001408	LECTUS DOLOR DONEC ID	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	tempus72980	5468426@email.com	(98) 83159636
156399	00000001409	QUAM QUIS ENIM GRAVIDA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	condimentum74643	2592695@email.com	(65) 67413777
156510	00000001410	VESTIBULUM SED NON NISL	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	AUXILIAR ADMINISTRATIVO	vivamus30409	6780722@email.com	(10) 9152741
156621	00000001411	HENDRERIT FERMENTUM DIAM A	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	AUXILIAR DE SERVIÇOS	massa20370	1116271@email.com	(62) 79953515
156732	00000001412	IACULIS MAURIS SED VITAE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR I	mauris9404	9938474@email.com	(11) 74204217
156843	00000001413	NEQUE AC LEO BIBENDUM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	vestibulum64676	1052254@email.com	(41) 65930027
156954	00000001414	ADIPISCING IN SED LACUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	quis20748	1811343@email.com	(46) 96692492
157065	00000001415	PELLENTESQUE VARIUS ANTE SIT	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	semper58728	7189301@email.com	(64) 51051738
157176	00000001416	AMET METUS PORTA QUIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	in72917	6518580@email.com	(68) 13429057
157287	00000001417	POSUERE QUAM CONSEQUAT IN	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	egestas79894	2538152@email.com	(70) 58043379
157398	00000001418	ELEMENTUM ENIM VEL ELEIFEND	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ASSISTENTE ADMINISTRATIVO	sed17350	9469810@email.com	(35) 7722353
157509	00000001419	ORNARE MAGNA LOREM ALIQUET	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	dui31011	186499@email.com	(97) 8297830
157620	00000001420	NULLA EUISMOD TINCIDUNT EROS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	quisque19264	2940565@email.com	(25) 97227924
157731	00000001421	NIBH ET AUGUE MAURIS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	eget82426	9136698@email.com	(58) 7851237
157842	00000001422	A MI MAGNA MAURIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	felis47746	533719@email.com	(29) 30951106
157953	00000001423	PRETIUM TORTOR A VIVERRA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	COORDENADOR	sit13970	2151544@email.com	(7) 68315978
158064	00000001424	DAPIBUS EST DUI POSUERE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	amet35382	9868892@email.com	(58) 45694606
158175	00000001425	DOLOR SIT AMET FRINGILLA	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	metus59669	9553420@email.com	(58) 11306484
158286	00000001426	VELIT METUS EGET LIGULA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	facilisis45463	7573975@email.com	(36) 32049580
158397	00000001427	INTEGER	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	hendrerit	1378949@email.com	(1) 7921283
158508	00000001428	VULPUTATE TEMPUS DOLOR SED	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	vivamus31397	7931927@email.com	(96) 59391431
158619	00000001429	IACULIS NUNC VIVERRA IN	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	interdum91200	1147799@email.com	(55) 2449322
158730	00000001430	FUSCE ODIO DOLOR SEMPER	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	orci92673	6141182@email.com	(63) 10419542
158841	00000001431	AT DIAM VITAE TEMPUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	sed87719	8083215@email.com	(32) 70107836
158952	00000001432	BLANDIT ODIO MAECENAS FACILISIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	hendrerit77500	9324439@email.com	(52) 75336675
159063	00000001433	FEUGIAT MI VEL GRAVIDA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	volutpat75956	424653@email.com	(41) 59639017
159174	00000001434	CRAS SCELERISQUE EROS QUAM	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	 Outra	mauris95806	3157559@email.com	(39) 54839366
159285	00000001435	ET RUTRUM JUSTO FRINGILLA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	enim42528	963771@email.com	(82) 70133407
159396	00000001436	UT NULLA ADIPISCING LEO	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	gravida36342	9186412@email.com	(55) 23236549
159507	00000001437	VEL DIGNISSIM IACULIS QUAM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	ante68493	6948163@email.com	(2) 11882820
159618	00000001438	METUS PLACERAT TORTOR ET	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	non79252	7480120@email.com	(50) 135181
159729	00000001439	ULTRICIES METUS LECTUS MALESUADA	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	lobortis75000	9728965@email.com	(36) 2190974
159840	00000001440	ENIM FUSCE LIGULA LACUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	odio48446	1631193@email.com	(81) 82009669
159951	00000001441	BIBENDUM SED NEQUE VEL	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ESTADUAL DE TRÂNSITO	ante92224	5732071@email.com	(99) 44970671
160062	00000001442	SODALES MOLLIS MI MAECENAS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	sed82392	7649917@email.com	(69) 83119689
160173	00000001443	FERMENTUM METUS ET URNA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	lorem63383	8550033@email.com	(72) 45249603
160284	00000001444	FACILISIS SED ADIPISCING LACUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR I	quisque74442	5481589@email.com	(82) 35677096
160395	00000001445	ORNARE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	lacinia4418	3013403@email.com	(44) 7706425
160506	00000001446	DUIS ACCUMSAN ORCI SIT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	libero29386	1827155@email.com	(87) 99263223
160617	00000001447	AMET ACCUMSAN DIGNISSIM ALIQUAM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR TECNICO I	quis74102	5469270@email.com	(36) 69627844
160728	00000001448	ERAT VOLUTPAT DONEC NISL	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	ligula5246	4645570@email.com	(23) 29837891
160839	00000001449	DIAM PHARETRA AC NUNC	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	pellentesque69759	512221@email.com	(87) 18383727
160950	00000001450	ET CURSUS IACULIS MAGNA	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	rhoncus57062	4941690@email.com	(46) 58388282
161061	00000001451	MAURIS SEMPER CONSEQUAT NIBH	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	 Outro	in46354	2718623@email.com	(25) 43079181
161172	00000001452	ID MOLLIS CRAS VENENATIS	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO	mattis69475	8243833@email.com	(4) 27998700
161283	00000001453	LECTUS ET URNA TINCIDUNT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	hendrerit68429	3079699@email.com	(94) 70773668
161394	00000001454	FERMENTUM VESTIBULUM BIBENDUM QUAM	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	DIRETOR I	risus64064	8000095@email.com	(69) 41487357
161505	00000001455	SIT AMET AUCTOR LOBORTIS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	non36136	2982702@email.com	(70) 36974708
161616	00000001456	PRAESENT RUTRUM TURPIS ID	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO	mollis87296	5386767@email.com	(2) 67463753
161727	00000001457	QUAM SUSCIPIT FEUGIAT IN	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	AGENTE ADMINISTRATIVO	nulla88503	4837168@email.com	(31) 40551838
161838	00000001458	HAC HABITASSE PLATEA DICTUMST	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	 Outro	sollicitudin32362	4564139@email.com	(89) 56465913
161949	00000001459	MAECENAS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	vel69386	6625939@email.com	(16) 32827842
162060	00000001460	SIT AMET MATTIS ERAT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	aenean21610	9649549@email.com	(94) 15907970
162171	00000001461	DONEC EU LIBERO EGET	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	vitae52585	8727887@email.com	(41) 91432081
162282	00000001462	TORTOR DICTUM FAUCIBUS EGET	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	nibh70028	9483547@email.com	(86) 94814209
162393	00000001463	AT MAGNA CURABITUR TINCIDUNT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR TECNICO II	felis54952	4825129@email.com	(1) 28184270
162504	00000001464	PURUS DOLOR NON HENDRERIT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	curabitur75767	8225917@email.com	(91) 27560116
162615	00000001465	NISI VULPUTATE ID SED	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	nec28997	4486516@email.com	(29) 81447445
162726	00000001466	TEMPOR PORTA EROS QUIS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	metus26802	4741521@email.com	(12) 87545355
162837	00000001467	COMMODO SED FRINGILLA UT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	posuere6328	3656301@email.com	(42) 43097639
162948	00000001468	EST IN TINCIDUNT AENEAN	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	accumsan88517	770330@email.com	(71) 99434402
163059	00000001469	ADIPISCING AUGUE AUGUE VITAE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	MONITOR	metus77346	70151@email.com	(42) 69327888
163170	00000001470	AUCTOR ERAT ELEIFEND SIT	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	quis30542	7549676@email.com	(26) 61622651
163281	00000001471	AMET IN DOLOR DIAM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	posuere23418	4101697@email.com	(11) 26410320
163392	00000001472	CONDIMENTUM VEL NISI A	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	orci75251	2957898@email.com	(8) 27513448
163503	00000001473	MATTIS CONDIMENTUM NEQUE	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	vestibulum78515	1531505@email.com	(51) 20439479
163614	00000001474	INTEGER PORTTITOR	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ESTADUAL DE TRÂNSITO	pulvinar96214	5580168@email.com	(26) 96240069
163725	00000001475	NUNC VEL RISUS PULVINAR	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	eleifend83111	3030518@email.com	(22) 61789456
